"Ticker","CurrentPrice","ATH","ATHDate","PercentageDiff","IsRecent","DaysSinceATH"
"RARE","50.32","177.39","23/12/2020 00:00:00","71.63","True","1174"
"RBB","17.33","33.15","25/06/2018 00:00:00","47.74","True","2086"
"RBCP","123.17","131.44","27/12/2023 00:00:00","6.29","True","75"
"R","113.96","118.94","12/02/2024 00:00:00","4.19","True","28"
"RBKB","8.45","12.15","18/03/2019 00:00:00","30.45","True","1820"
"RAND","13.77","82.69","09/03/2000 00:00:00","83.34","True","8768"
"RBLX","40.91","134.72","19/11/2021 00:00:00","69.63","True","843"
"RBT","0.59","48.00","16/08/2022 00:00:00","98.77","True","573"
"RAMP","34.79","85.96","15/01/2021 00:00:00","59.53","True","1151"
"RBBN","2.84","435.21","07/08/2000 00:00:00","99.35","True","8617"
"RAVE","1.77","15.37","23/03/2015 00:00:00","88.48","True","3276"
"RBOT","0.35","14.96","30/09/2021 00:00:00","97.66","True","893"
"RBA","75.23","77.13","26/02/2024 00:00:00","2.46","True","14"
"RBC","267.49","286.25","26/12/2023 00:00:00","6.55","True","76"
"RCC","24.05","26.59","26/02/2021 00:00:00","9.57","True","1109"
"RCB","24.15","27.75","08/01/2020 00:00:00","12.97","True","1524"
"RC_C","8.76","20.96","08/04/2013 00:00:00","58.21","True","3990"
"RC_E","8.76","20.96","08/04/2013 00:00:00","58.21","True","3990"
"RCKTW","0.28","0.28","08/03/2024 00:00:00","0.00","True","3"
"RBCAA","50.20","57.21","08/11/2021 00:00:00","12.25","True","854"
"RC","8.78","20.96","08/04/2013 00:00:00","58.13","True","3990"
"RCEL","17.09","55.20","19/02/2020 00:00:00","69.04","True","1482"
"RCM","13.97","30.58","16/02/2021 00:00:00","54.30","True","1119"
"RCKT","28.11","70.60","24/07/2015 00:00:00","60.18","True","3153"
"RCRTW","0.00","0.00","11/03/2024 00:00:00","0.00","True","0"
"RCAT","0.84","990,000.00","22/03/2002 00:00:00","100.00","True","8025"
"RCG","1.52","18.65","19/02/2004 00:00:00","91.85","True","7326"
"RCUS","18.59","48.47","23/11/2021 00:00:00","61.65","True","839"
"RCRT","1.80","2,975.00","02/10/2012 00:00:00","99.94","True","4178"
"RCON","0.15","13.68","03/06/2021 00:00:00","98.90","True","1012"
"RCI","43.88","60.89","20/04/2022 00:00:00","27.94","True","691"
"RCKY","26.61","65.49","07/05/2021 00:00:00","59.36","True","1039"
"RDFN","7.04","96.59","19/02/2021 00:00:00","92.71","True","1116"
"RDHL","0.55","791.60","16/06/2015 00:00:00","99.93","True","3191"
"RCL","126.29","135.05","17/01/2020 00:00:00","6.49","True","1515"
"RDVT","18.21","41.72","27/12/2021 00:00:00","56.36","True","805"
"RDW","3.06","13.19","26/10/2021 00:00:00","76.76","True","867"
"RCMT","27.57","31.91","08/01/2024 00:00:00","13.60","True","63"
"RDCM","11.33","79.00","09/03/2000 00:00:00","85.66","True","8768"
"RCS","5.98","13.26","11/02/2005 00:00:00","54.89","True","6968"
"RDIB","16.10","35.00","17/08/2022 00:00:00","54.00","True","572"
"RDZNW","0.11","0.11","08/03/2024 00:00:00","0.00","True","3"
"RDZN","6.49","11.65","28/08/2023 00:00:00","44.29","True","196"
"REAX","3.32","4.12","27/12/2021 00:00:00","19.42","True","805"
"REBN","1.31","38.40","12/08/2022 00:00:00","96.59","True","577"
"REAL","3.51","28.90","28/06/2019 00:00:00","87.84","True","1718"
"RDI","1.84","32.00","31/05/1990 00:00:00","94.25","True","12338"
"REGCO","24.20","24.80","31/01/2024 00:00:00","2.42","True","40"
"REFI","16.37","20.21","28/02/2022 00:00:00","19.00","True","742"
"REE","6.47","490.50","03/02/2021 00:00:00","98.68","True","1132"
"REGCP","24.20","25.16","11/01/2024 00:00:00","3.82","True","60"
"RDN","30.49","66.51","06/02/2007 00:00:00","54.16","True","6243"
"RDNT","45.83","48.54","07/03/2024 00:00:00","5.58","True","4"
"RDWR","20.01","41.74","30/12/2021 00:00:00","52.06","True","802"
"RDY","76.82","77.59","23/02/2024 00:00:00","0.99","True","17"
"RELI","0.40","139.80","04/01/2022 00:00:00","99.71","True","797"
"RDUS","19.26","114.60","30/06/2008 00:00:00","83.19","True","5733"
"REKR","2.21","25.23","27/04/2021 00:00:00","91.22","True","1049"
"REI","1.53","20.35","05/06/2014 00:00:00","92.48","True","3567"
"RENE","11.06","11.10","04/03/2024 00:00:00","0.32","True","7"
"RELY","20.78","48.45","23/09/2021 00:00:00","57.10","True","900"
"RENB","3.11","12.55","30/11/2021 00:00:00","75.22","True","832"
"RENT","0.37","19.29","27/10/2021 00:00:00","98.10","True","866"
"RERE","1.17","17.21","18/06/2021 00:00:00","93.23","True","997"
"REPL","9.12","52.65","01/12/2020 00:00:00","82.68","True","1196"
"RENEW","118.29","176.90","08/01/2021 00:00:00","33.13","True","1158"
"REVBW","0.02","0.02","11/03/2024 00:00:00","0.00","True","0"
"REVB","3.48","11,077.50","04/01/2022 00:00:00","99.97","True","797"
"RETO","2.07","11,240.00","04/12/2017 00:00:00","99.98","True","2289"
"REFR","1.33","38.62","17/02/2000 00:00:00","96.56","True","8789"
"REGN","974.87","993.35","27/02/2024 00:00:00","1.86","True","13"
"REVG","18.29","32.79","02/01/2018 00:00:00","44.22","True","2260"
"RELL","8.42","26.55","25/11/2022 00:00:00","68.29","True","472"
"REG","61.58","92.79","07/02/2007 00:00:00","33.64","True","6242"
"REYN","28.99","35.27","07/07/2020 00:00:00","17.82","True","1343"
"REXR_B","53.15","83.86","20/04/2022 00:00:00","36.62","True","691"
"REXR_C","53.15","83.86","20/04/2022 00:00:00","36.62","True","691"
"REPX","26.92","1,805.71","23/05/2001 00:00:00","98.51","True","8328"
"REZI","22.21","32.62","08/06/2021 00:00:00","31.90","True","1007"
"RELX","43.03","44.64","26/02/2024 00:00:00","3.62","True","14"
"RFACR","0.10","0.10","07/03/2024 00:00:00","0.00","True","4"
"RFAC","10.89","10.90","04/03/2024 00:00:00","0.09","True","7"
"RES","7.50","26.73","21/12/2017 00:00:00","71.94","True","2272"
"REXR","53.00","83.86","20/04/2022 00:00:00","36.80","True","691"
"RFL","1.73","63.59","12/07/2021 00:00:00","97.28","True","973"
"RFMZ","14.15","21.85","01/09/2021 00:00:00","35.24","True","922"
"RFM","16.22","24.63","11/08/2021 00:00:00","34.15","True","943"
"RGC","4.50","46.33","25/08/2021 00:00:00","90.29","True","929"
"RGA","181.63","183.56","07/03/2024 00:00:00","1.05","True","4"
"REX","43.75","49.02","30/11/2023 00:00:00","10.74","True","102"
"RGF","0.59","11.59","16/11/2021 00:00:00","94.91","True","846"
"RF_E","19.69","38.87","13/10/2006 00:00:00","49.34","True","6359"
"RFIL","3.21","14.44","27/11/2013 00:00:00","77.77","True","3757"
"RF_C","19.69","38.87","13/10/2006 00:00:00","49.34","True","6359"
"RFI","12.04","21.73","05/02/2007 00:00:00","44.62","True","6244"
"RF_B","19.69","38.87","13/10/2006 00:00:00","49.34","True","6359"
"RF","19.57","38.87","13/10/2006 00:00:00","49.65","True","6359"
"RGNX","23.40","82.15","10/07/2018 00:00:00","71.52","True","2071"
"RGLS","1.36","2,649.60","07/11/2014 00:00:00","99.95","True","3412"
"RGTIW","0.28","0.28","11/03/2024 00:00:00","0.00","True","0"
"RGTI","2.05","12.05","18/11/2021 00:00:00","82.99","True","844"
"RGCO","20.53","31.08","11/10/2017 00:00:00","33.94","True","2343"
"RGT","10.57","17.44","09/12/2021 00:00:00","39.39","True","823"
"RHE","2.29","19.49","05/05/2021 00:00:00","88.25","True","1041"
"RGP","13.62","35.42","12/07/2007 00:00:00","61.55","True","6087"
"RH","272.61","738.52","12/08/2021 00:00:00","63.09","True","942"
"RHE_A","2.29","19.49","05/05/2021 00:00:00","88.25","True","1041"
"RGLD","112.60","146.33","01/04/2022 00:00:00","23.05","True","710"
"RILYG","17.00","25.17","29/12/2021 00:00:00","32.46","True","803"
"RILYK","19.55","27.39","29/10/2021 00:00:00","28.62","True","864"
"RGEN","194.42","324.21","23/09/2021 00:00:00","40.03","True","900"
"RGR","45.09","89.98","30/06/2021 00:00:00","49.89","True","985"
"RGS","9.17","933.60","29/12/2004 00:00:00","99.02","True","7012"
"RILYL","18.25","28.59","24/08/2021 00:00:00","36.17","True","930"
"RILY","22.17","195.25","30/07/2009 00:00:00","88.65","True","5338"
"RILYM","22.06","26.25","01/11/2021 00:00:00","15.96","True","861"
"RICK","55.42","96.97","11/01/2023 00:00:00","42.84","True","425"
"RIGL","1.55","106.88","03/01/2001 00:00:00","98.55","True","8468"
"RIG","5.24","185.31","06/11/2007 00:00:00","97.17","True","5970"
"RILYN","17.70","26.75","29/11/2021 00:00:00","33.83","True","833"
"RILYP","15.25","27.95","30/07/2021 00:00:00","45.44","True","955"
"RILYO","25.18","26.32","11/11/2019 00:00:00","4.33","True","1582"
"RILYT","15.05","26.61","29/07/2021 00:00:00","43.43","True","956"
"RHP","116.05","120.87","22/02/2024 00:00:00","3.99","True","18"
"RILYZ","13.78","25.20","30/09/2021 00:00:00","45.32","True","893"
"RHI","80.44","124.53","09/02/2022 00:00:00","35.40","True","761"
"RIOT","12.32","77.90","17/02/2021 00:00:00","84.18","True","1118"
"RITM_A","10.92","18.68","20/06/2018 00:00:00","41.54","True","2091"
"RITM_B","10.92","18.68","20/06/2018 00:00:00","41.54","True","2091"
"RITM_C","10.92","18.68","20/06/2018 00:00:00","41.54","True","2091"
"RITM_D","10.92","18.68","20/06/2018 00:00:00","41.54","True","2091"
"RIVN","12.85","172.01","16/11/2021 00:00:00","92.53","True","846"
"RIV_A","11.95","21.19","13/06/2018 00:00:00","43.60","True","2098"
"RITM","10.90","18.68","20/06/2018 00:00:00","41.65","True","2091"
"RIV","12.02","21.19","13/06/2018 00:00:00","43.30","True","2098"
"RKLB","4.56","20.72","09/09/2021 00:00:00","77.99","True","914"
"RIO","61.29","138.73","16/05/2008 00:00:00","55.82","True","5778"
"RKT","12.92","41.60","02/03/2021 00:00:00","68.94","True","1105"
"RLAY","10.28","61.53","22/01/2021 00:00:00","83.29","True","1144"
"RKDA","2.55","6,984.00","12/06/2015 00:00:00","99.96","True","3195"
"RLX","1.92","29.51","22/01/2021 00:00:00","93.51","True","1144"
"RLTY","14.19","19.98","25/02/2022 00:00:00","28.98","True","745"
"RLGT","5.53","8.64","22/11/2021 00:00:00","36.05","True","840"
"RLJ_A","12.20","36.16","26/01/2015 00:00:00","66.26","True","3332"
"RLYB","1.96","23.40","05/08/2021 00:00:00","91.62","True","949"
"RLJ","12.09","36.16","26/01/2015 00:00:00","66.58","True","3332"
"RLMD","5.91","74.40","16/03/2015 00:00:00","92.06","True","3283"
"RMBI","11.37","17.99","04/03/2022 00:00:00","36.80","True","738"
"RMBL","7.40","214.00","14/09/2018 00:00:00","96.54","True","2005"
"RMCOW","0.05","0.05","08/03/2024 00:00:00","0.00","True","3"
"RM","24.86","63.69","27/09/2021 00:00:00","60.97","True","896"
"RMCO","1.42","11.19","10/10/2023 00:00:00","87.35","True","153"
"RMAX","8.36","67.20","27/10/2017 00:00:00","87.56","True","2327"
"RJF_B","120.20","123.98","10/11/2022 00:00:00","3.05","True","487"
"RMGCW","0.06","0.06","08/03/2024 00:00:00","0.00","True","3"
"RJF","118.58","123.98","10/11/2022 00:00:00","4.36","True","487"
"RL","176.01","189.56","21/05/2013 00:00:00","7.15","True","3947"
"RMGC","10.00","11.40","10/07/2023 00:00:00","12.28","True","245"
"RMMZ","15.99","20.19","01/03/2022 00:00:00","20.80","True","741"
"RMM","15.35","21.57","02/09/2021 00:00:00","28.83","True","921"
"RMI","16.25","24.00","08/07/2021 00:00:00","32.29","True","977"
"RMNI","3.13","11.30","03/11/2021 00:00:00","72.30","True","859"
"RNA","21.34","35.94","14/09/2020 00:00:00","40.62","True","1274"
"RMPL_","3.08","11.30","03/11/2021 00:00:00","72.74","True","859"
"RMR","23.22","97.30","10/09/2018 00:00:00","76.14","True","2009"
"RLI","146.49","148.54","06/03/2024 00:00:00","1.38","True","5"
"RNAZ","0.68","5,160.00","12/07/2021 00:00:00","99.99","True","973"
"RNGR","11.11","15.50","14/09/2017 00:00:00","28.32","True","2370"
"RNAC","0.64","26.33","25/11/2016 00:00:00","97.55","True","2663"
"RNLX","1.02","34.78","28/07/2021 00:00:00","97.05","True","957"
"RMBS","61.56","117.38","26/06/2000 00:00:00","47.55","True","8659"
"RMCF","3.94","24.44","19/07/2005 00:00:00","83.86","True","6810"
"RMD","186.23","297.36","08/09/2021 00:00:00","37.37","True","915"
"RNG","36.38","443.29","12/02/2021 00:00:00","91.79","True","1123"
"RMTI","1.49","205.59","16/07/2015 00:00:00","99.28","True","3161"
"RNWWW","0.53","3.16","22/02/2021 00:00:00","83.38","True","1113"
"RNXT","1.70","16.02","30/08/2021 00:00:00","89.39","True","924"
"RNW","6.60","12.03","05/02/2021 00:00:00","45.14","True","1130"
"RMT","9.23","17.36","23/02/2007 00:00:00","46.82","True","6226"
"ROCL","10.77","10.95","08/02/2024 00:00:00","1.66","True","32"
"ROCLU","10.77","11.07","14/09/2023 00:00:00","2.71","True","179"
"ROCLW","0.09","0.09","08/03/2024 00:00:00","0.00","True","3"
"RNP","20.99","32.63","08/02/2007 00:00:00","35.67","True","6241"
"ROAD","50.33","51.59","08/03/2024 00:00:00","2.45","True","3"
"ROIV","10.70","13.52","20/12/2021 00:00:00","20.89","True","812"
"ROKU","64.41","479.50","26/07/2021 00:00:00","86.57","True","959"
"RNR_G","230.35","234.55","07/02/2024 00:00:00","1.79","True","33"
"ROMA","1.07","4.04","11/01/2024 00:00:00","73.51","True","60"
"RNR_F","230.35","234.55","07/02/2024 00:00:00","1.79","True","33"
"RNR","231.16","234.55","07/02/2024 00:00:00","1.44","True","33"
"ROIC","12.97","23.03","01/08/2016 00:00:00","43.66","True","2779"
"ROOT","45.57","486.00","28/10/2020 00:00:00","90.62","True","1230"
"RNST","31.40","49.47","06/06/2018 00:00:00","36.53","True","2105"
"ROSS","11.04","11.06","07/03/2024 00:00:00","0.18","True","4"
"RPAY","9.94","27.90","22/12/2020 00:00:00","64.37","True","1175"
"RPHM","1.65","15.00","08/04/2021 00:00:00","89.00","True","1068"
"ROCK","74.86","100.98","19/01/2021 00:00:00","25.86","True","1147"
"RPTX","5.84","44.46","07/01/2021 00:00:00","86.85","True","1159"
"RPD","53.76","140.13","08/11/2021 00:00:00","61.64","True","854"
"RPRX","30.34","52.82","26/01/2021 00:00:00","42.55","True","1140"
"RPID","0.96","24.80","05/08/2021 00:00:00","96.13","True","949"
"RR","1.53","11.10","23/01/2024 00:00:00","86.22","True","48"
"RRAC","11.13","11.14","04/03/2024 00:00:00","0.09","True","7"
"ROG","116.05","273.96","07/01/2022 00:00:00","57.64","True","794"
"RRBI","49.73","62.72","12/03/2021 00:00:00","20.71","True","1095"
"ROP","544.41","561.57","30/01/2024 00:00:00","3.06","True","41"
"ROK","286.70","351.35","15/12/2021 00:00:00","18.40","True","817"
"ROL","44.91","45.45","08/03/2024 00:00:00","1.19","True","3"
"RRR","56.72","59.20","12/02/2024 00:00:00","4.18","True","28"
"RSF","16.08","20.50","27/06/2019 00:00:00","21.56","True","1719"
"RSI","5.76","25.17","20/01/2021 00:00:00","77.10","True","1146"
"RQI","12.04","26.94","06/02/2007 00:00:00","55.31","True","6243"
"RSKD","5.18","36.92","03/09/2021 00:00:00","85.96","True","920"
"RRGB","7.13","92.90","05/08/2015 00:00:00","92.33","True","3141"
"ROST","145.18","150.45","28/02/2024 00:00:00","3.50","True","12"
"RSVR","7.32","11.48","19/02/2021 00:00:00","36.24","True","1116"
"RSVRW","1.10","2.69","22/02/2021 00:00:00","59.03","True","1113"
"RPM","116.58","118.58","07/03/2024 00:00:00","1.69","True","4"
"RSLS","0.17","7,500.00","06/10/2016 00:00:00","100.00","True","2713"
"RUMBW","1.82","1.82","11/03/2024 00:00:00","0.00","True","0"
"RUM","6.63","16.81","19/09/2022 00:00:00","60.56","True","539"
"RS","314.59","332.34","15/02/2024 00:00:00","5.34","True","25"
"RRC","32.58","93.70","05/06/2014 00:00:00","65.23","True","3567"
"RSSS","3.40","3.75","28/02/2011 00:00:00","9.34","True","4760"
"RTC","0.95","70.00","28/12/2006 00:00:00","98.65","True","6283"
"RRX","169.24","175.75","04/01/2022 00:00:00","3.70","True","797"
"RVMDW","0.13","0.13","11/03/2024 00:00:00","0.00","True","0"
"RSG","183.29","185.95","28/02/2024 00:00:00","1.43","True","12"
"RVMD","32.72","54.43","08/02/2021 00:00:00","39.88","True","1127"
"RVLV","21.13","87.79","18/11/2021 00:00:00","75.93","True","844"
"RUN","12.63","96.50","08/01/2021 00:00:00","86.91","True","1158"
"RVPHW","0.64","0.64","08/03/2024 00:00:00","0.00","True","3"
"RVSN","3.13","24.72","31/03/2022 00:00:00","87.34","True","711"
"RVSNW","0.24","0.24","11/03/2024 00:00:00","0.00","True","0"
"RVPH","3.34","11.88","28/09/2020 00:00:00","71.88","True","1260"
"RUSHA","47.50","50.30","29/12/2023 00:00:00","5.57","True","73"
"RVNC","6.18","40.78","11/11/2015 00:00:00","84.85","True","3043"
"RTO","31.83","43.12","12/11/2021 00:00:00","26.18","True","850"
"RWAY","11.58","14.77","29/03/2022 00:00:00","21.60","True","713"
"RUSHB","49.80","52.98","29/12/2023 00:00:00","6.00","True","73"
"RWAYL","25.06","25.68","15/08/2022 00:00:00","2.41","True","574"
"RWOD","10.53","10.95","04/03/2024 00:00:00","3.84","True","7"
"RWAYZ","25.15","25.70","01/02/2024 00:00:00","2.14","True","39"
"RWODR","0.25","0.25","08/03/2024 00:00:00","0.00","True","3"
"RVYL","4.22","199.00","06/04/2021 00:00:00","97.88","True","1070"
"RWODW","0.05","0.05","07/03/2024 00:00:00","0.00","True","4"
"RWTN","25.38","25.57","23/02/2024 00:00:00","0.74","True","17"
"RTX","90.99","104.97","20/04/2022 00:00:00","13.32","True","691"
"RXO","21.17","24.13","26/12/2023 00:00:00","12.29","True","76"
"RXRX","10.96","41.33","13/07/2021 00:00:00","73.48","True","972"
"RXST","51.27","57.92","27/02/2024 00:00:00","11.48","True","13"
"RVP","1.23","21.50","01/02/2021 00:00:00","94.28","True","1134"
"RVSB","4.91","17.58","26/02/2007 00:00:00","72.07","True","6223"
"RXT","1.96","26.07","09/04/2021 00:00:00","92.48","True","1067"
"RYDE","6.09","6.09","11/03/2024 00:00:00","0.00","True","0"
"RYAN","54.11","54.32","08/03/2024 00:00:00","0.38","True","3"
"RYAM","4.00","43.63","16/07/2014 00:00:00","90.83","True","3526"
"RYI","30.11","44.08","03/07/2023 00:00:00","31.69","True","252"
"RVTY","109.52","201.06","31/12/2021 00:00:00","45.53","True","801"
"RYTM","41.19","52.44","12/02/2024 00:00:00","21.46","True","28"
"RVT","14.45","21.78","26/02/2007 00:00:00","33.66","True","6223"
"RWT","6.21","66.00","07/02/2007 00:00:00","90.60","True","6242"
"RZC","26.13","26.95","02/02/2023 00:00:00","3.04","True","403"
"RZB","24.71","30.27","07/02/2020 00:00:00","18.37","True","1494"
"RWT_A","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"S","26.64","76.30","12/11/2021 00:00:00","65.09","True","850"
"RYAAY","141.00","141.89","22/02/2024 00:00:00","0.63","True","18"
"RY","98.88","118.79","18/01/2022 00:00:00","16.76","True","783"
"RZLT","1.96","750.00","24/01/2013 00:00:00","99.74","True","4064"
"RYN","34.79","45.44","20/04/2022 00:00:00","23.44","True","691"
"SABSW","0.04","0.04","07/03/2024 00:00:00","0.00","True","4"
"SABS","5.39","112.40","01/12/2021 00:00:00","95.20","True","831"
"SACC","24.79","25.65","11/11/2021 00:00:00","3.34","True","851"
"SABR","2.10","30.23","28/10/2015 00:00:00","93.07","True","3057"
"SA","13.58","38.72","15/10/2007 00:00:00","64.93","True","5992"
"SACH","3.83","6.36","12/01/2022 00:00:00","39.78","True","789"
"SAI","1.07","10.59","27/04/2022 00:00:00","89.89","True","684"
"SAGE","21.74","192.33","01/02/2018 00:00:00","88.70","True","2230"
"SAITW","0.12","0.12","04/03/2024 00:00:00","0.00","True","7"
"SABA","3.77","11.33","30/08/2011 00:00:00","66.73","True","4577"
"SAJ","25.08","25.75","09/08/2023 00:00:00","2.59","True","215"
"SACH_A","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SANA","9.85","43.50","10/02/2021 00:00:00","77.36","True","1125"
"SAFT","78.92","102.89","25/09/2019 00:00:00","23.30","True","1629"
"SAIC","140.33","143.36","06/03/2024 00:00:00","2.11","True","5"
"SAMG","16.08","22.54","20/04/2022 00:00:00","28.64","True","691"
"SAH","51.82","61.29","14/02/2023 00:00:00","15.45","True","391"
"SAFE","21.01","569.51","02/01/1990 00:00:00","96.31","True","12487"
"SAIA","580.78","605.92","06/03/2024 00:00:00","4.15","True","5"
"SANG","4.61","18.80","03/01/2022 00:00:00","75.48","True","798"
"SAM","299.32","1,306.45","20/04/2021 00:00:00","77.09","True","1056"
"SAT","24.12","24.99","04/08/2022 00:00:00","3.48","True","585"
"SASI","3.90","1,032.00","29/11/2013 00:00:00","99.62","True","3755"
"SATLW","0.11","0.11","08/03/2024 00:00:00","0.00","True","3"
"SANW","0.44","11.10","18/03/2013 00:00:00","96.04","True","4011"
"SATL","1.89","12.33","21/01/2022 00:00:00","84.67","True","780"
"SAR","23.98","140.20","27/03/2007 00:00:00","82.90","True","6194"
"SATX","0.55","51.70","17/11/2022 00:00:00","98.94","True","480"
"SAVAW","4.18","9.50","17/01/2024 00:00:00","56.00","True","54"
"SANM","63.90","354.00","31/08/2000 00:00:00","81.95","True","8593"
"SAN","4.29","22.24","15/05/2008 00:00:00","80.69","True","5779"
"SAZ","25.28","25.67","09/02/2024 00:00:00","1.52","True","31"
"SAY","25.06","25.57","18/01/2024 00:00:00","1.99","True","53"
"SAP","189.04","195.57","07/03/2024 00:00:00","3.34","True","4"
"SAND_","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SATS","14.46","50.45","19/06/2017 00:00:00","71.34","True","2457"
"SBBA","25.30","26.42","04/01/2021 00:00:00","4.24","True","1162"
"SAVE","4.59","84.47","08/12/2014 00:00:00","94.57","True","3381"
"SB","4.98","19.05","29/08/2008 00:00:00","73.86","True","5673"
"SBEV","0.67","19.50","27/08/2019 00:00:00","96.58","True","1658"
"SBFM","0.06","9.65","07/04/2022 00:00:00","99.36","True","704"
"SAVA","18.62","161.00","07/09/2000 00:00:00","88.44","True","8586"
"SBFMW","0.05","0.05","11/03/2024 00:00:00","0.00","True","0"
"SASR","22.00","51.62","14/01/2022 00:00:00","57.37","True","787"
"SBAC","221.62","389.02","31/12/2021 00:00:00","43.03","True","801"
"SB_C","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SBOW","30.54","47.47","22/08/2022 00:00:00","35.67","True","567"
"SB_D","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SBFG","13.80","20.79","22/03/2022 00:00:00","33.65","True","720"
"SBLK","24.16","1,125.73","04/12/2007 00:00:00","97.85","True","5942"
"SBET","1.36","680.00","06/03/2000 00:00:00","99.80","True","8771"
"SBH","12.36","34.88","23/03/2015 00:00:00","64.56","True","3276"
"SBI","7.89","11.50","14/09/1993 00:00:00","31.39","True","11136"
"SBGI","13.04","61.81","10/05/2019 00:00:00","78.90","True","1767"
"SBXC","10.45","10.68","09/01/2024 00:00:00","2.20","True","62"
"SBCF","24.94","158.40","28/09/2006 00:00:00","84.26","True","6374"
"SBT","5.15","14.65","08/03/2018 00:00:00","64.85","True","2195"
"SBSW","4.58","20.56","16/04/2021 00:00:00","77.75","True","1060"
"SCCC","24.88","26.44","10/05/2021 00:00:00","5.90","True","1036"
"SBS","15.79","16.53","20/02/2024 00:00:00","4.51","True","20"
"SCCB","25.21","26.40","06/09/2019 00:00:00","4.50","True","1648"
"SCCG","23.70","25.00","25/08/2022 00:00:00","5.20","True","564"
"SCCE","22.46","24.88","26/04/2022 00:00:00","9.73","True","685"
"SCCF","22.70","25.00","15/08/2022 00:00:00","9.20","True","574"
"SCCD","22.19","25.90","09/03/2022 00:00:00","14.32","True","733"
"SBR","60.92","89.68","17/01/2023 00:00:00","32.07","True","419"
"SBRA","13.88","70.50","26/04/2002 00:00:00","80.30","True","7990"
"SBSI","28.59","44.96","11/11/2021 00:00:00","36.40","True","851"
"SBUX","91.78","126.06","26/07/2021 00:00:00","27.20","True","959"
"SCD","14.52","20.84","16/07/2007 00:00:00","30.33","True","6083"
"SCE_G","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SCE_H","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SCE_K","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SCE_L","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SCCO","85.88","88.20","27/12/2023 00:00:00","2.64","True","75"
"SCE_J","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SCLXW","0.37","0.37","08/03/2024 00:00:00","0.00","True","3"
"SCLX","1.39","14.80","12/04/2023 00:00:00","90.60","True","334"
"SCHL","38.92","56.40","11/04/2002 00:00:00","31.00","True","8005"
"SCE_M","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SCM","12.98","16.66","02/01/2013 00:00:00","22.08","True","4086"
"SCHW_J","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SCNI","0.52","511.00","13/07/2020 00:00:00","99.90","True","1337"
"SCHW_D","76.59","100.98","19/01/2021 00:00:00","24.15","True","1147"
"SCRM","10.68","10.68","11/03/2024 00:00:00","0.00","True","0"
"SCRMW","0.47","0.47","08/03/2024 00:00:00","0.00","True","3"
"SCRMU","10.78","10.91","26/12/2023 00:00:00","1.19","True","76"
"SCI","74.42","75.56","08/03/2024 00:00:00","1.51","True","3"
"SCPH","5.30","17.32","13/03/2018 00:00:00","69.40","True","2190"
"SCKT","1.05","497.50","06/03/2000 00:00:00","99.79","True","8771"
"SCOR","16.59","1,292.80","17/08/2015 00:00:00","98.72","True","3129"
"SCTL","1.07","18.82","30/12/2019 00:00:00","94.29","True","1533"
"SCPX","0.17","1,022.00","02/10/2013 00:00:00","99.98","True","3813"
"SCWX","6.24","26.65","23/09/2021 00:00:00","76.59","True","900"
"SCHW","67.02","95.53","14/01/2022 00:00:00","29.84","True","787"
"SDAWW","0.15","0.15","08/03/2024 00:00:00","0.00","True","3"
"SDA","6.90","43.31","01/06/2023 00:00:00","84.07","True","284"
"SCL","87.45","137.95","06/05/2021 00:00:00","36.61","True","1040"
"SCYX","1.64","145.00","12/01/2015 00:00:00","98.87","True","3346"
"SDHC","30.45","32.00","04/03/2024 00:00:00","4.84","True","7"
"SDIG","4.85","332.60","02/11/2021 00:00:00","98.54","True","860"
"SD","13.27","28.36","07/06/2022 00:00:00","53.21","True","643"
"SDGR","27.70","113.09","01/03/2021 00:00:00","75.51","True","1106"
"SDHY","15.28","20.66","29/12/2020 00:00:00","26.04","True","1168"
"SDRL","46.30","50.21","01/09/2023 00:00:00","7.79","True","192"
"SCS","12.82","37.94","13/03/1998 00:00:00","66.21","True","9495"
"SDOT","0.36","4.33","27/02/2020 00:00:00","91.66","True","1474"
"SEAT","5.73","13.75","27/10/2021 00:00:00","58.33","True","866"
"SDPI","0.92","7.32","16/09/2014 00:00:00","87.43","True","3464"
"SE","57.85","366.99","19/10/2021 00:00:00","84.24","True","874"
"SCWO","1.39","107.29","30/12/1996 00:00:00","98.70","True","9933"
"SEATW","0.90","3.81","09/11/2021 00:00:00","76.38","True","853"
"SEDA","10.92","10.96","20/02/2024 00:00:00","0.36","True","20"
"SCSC","42.84","44.85","03/10/2017 00:00:00","4.49","True","2351"
"SCVL","31.32","44.41","22/11/2021 00:00:00","29.49","True","840"
