"Ticker","CurrentPrice","ATH","ATHDate","PercentageDiff","IsRecent","DaysSinceATH"
"BAC","35.44","54.90","16/11/2006 00:00:00","35.45","True","6325"
"BAND","20.02","193.08","13/10/2020 00:00:00","89.63","True","1245"
"BAC_S","35.60","54.90","16/11/2006 00:00:00","35.15","True","6325"
"BAK","8.09","51.63","08/02/2005 00:00:00","84.34","True","6971"
"BANL","1.07","19.95","14/04/2023 00:00:00","94.61","True","332"
"BANC_F","14.86","30.51","28/03/2006 00:00:00","51.29","True","6558"
"BAOS","3.51","53.16","08/02/2021 00:00:00","93.40","True","1127"
"BANC","15.01","30.51","28/03/2006 00:00:00","50.82","True","6558"
"BARK","1.44","18.50","24/12/2020 00:00:00","92.21","True","1173"
"BANFP","25.86","36.20","16/08/2012 00:00:00","28.56","True","4225"
"BANX","18.75","26.84","03/07/2014 00:00:00","30.14","True","3539"
"BASE","27.70","51.58","08/09/2021 00:00:00","46.31","True","915"
"BALL","65.44","97.91","19/11/2020 00:00:00","33.16","True","1208"
"BATL","5.78","21.17","03/02/2022 00:00:00","72.70","True","767"
"BANF","88.30","117.03","15/08/2022 00:00:00","24.55","True","574"
"BAYA","10.07","10.13","29/01/2024 00:00:00","0.59","True","42"
"BAYAU","10.30","10.62","27/02/2024 00:00:00","3.01","True","13"
"BATRA","41.59","47.34","31/07/2023 00:00:00","12.15","True","224"
"BATRK","38.31","42.54","19/07/2023 00:00:00","9.94","True","236"
"BANR","46.76","326.41","20/11/2006 00:00:00","85.67","True","6321"
"BBAI","2.56","12.69","13/04/2022 00:00:00","79.79","True","698"
"BAP","175.55","250.70","18/03/2019 00:00:00","29.98","True","1820"
"BBCP","7.81","12.49","14/03/2019 00:00:00","37.48","True","1824"
"BBLG","2.39","1,315.20","01/11/2021 00:00:00","99.82","True","861"
"BBIO","29.25","72.35","08/02/2021 00:00:00","59.57","True","1127"
"BBLGW","19.58","23.39","20/09/2023 00:00:00","16.27","True","173"
"BBDO","2.48","18.36","10/04/2013 00:00:00","86.49","True","3988"
"BB","2.83","147.55","19/06/2008 00:00:00","98.09","True","5744"
"BAX","43.71","94.14","20/04/2020 00:00:00","53.57","True","1421"
"BBDC","9.72","30.28","29/10/2013 00:00:00","67.90","True","3786"
"BBD","2.79","15.40","02/05/2008 00:00:00","81.85","True","5792"
"BBAR","7.29","33.17","25/07/1997 00:00:00","78.02","True","9726"
"BBUC","22.99","36.79","07/03/2022 00:00:00","37.51","True","735"
"BBGI","0.84","19.09","19/02/2004 00:00:00","95.60","True","7326"
"BBU","20.97","32.89","12/11/2021 00:00:00","36.24","True","850"
"BBN","16.84","27.41","29/12/2020 00:00:00","38.56","True","1168"
"BCAB","2.77","70.91","18/03/2021 00:00:00","96.10","True","1089"
"BBW","24.17","36.90","26/01/2005 00:00:00","34.50","True","6984"
"BCAN","0.14","5.96","20/09/2022 00:00:00","97.66","True","538"
"BBSI","118.78","121.99","29/02/2024 00:00:00","2.63","True","11"
"BCAT","15.83","23.70","10/02/2021 00:00:00","33.21","True","1125"
"BCAL","15.78","17.35","29/12/2023 00:00:00","9.05","True","73"
"BC_A","90.25","115.91","07/05/2021 00:00:00","22.14","True","1039"
"BBY","77.77","138.00","22/11/2021 00:00:00","43.64","True","840"
"BBWI","44.17","81.02","04/11/2015 00:00:00","45.48","True","3050"
"BBVA","10.87","25.38","15/02/2007 00:00:00","57.18","True","6234"
"BCDAW","0.02","0.02","08/03/2024 00:00:00","0.00","True","3"
"BCEL","0.22","27.28","04/03/2020 00:00:00","99.19","True","1468"
"BC_C","90.25","115.91","07/05/2021 00:00:00","22.14","True","1039"
"BC","90.62","115.91","07/05/2021 00:00:00","21.82","True","1039"
"BCC","127.43","142.66","15/02/2024 00:00:00","10.67","True","25"
"BC_B","90.25","115.91","07/05/2021 00:00:00","22.14","True","1039"
"BCBP","10.80","20.37","02/06/2022 00:00:00","46.98","True","648"
"BCOW","6.91","12.18","09/03/2021 00:00:00","43.27","True","1098"
"BCOV","1.94","24.85","29/03/2012 00:00:00","92.21","True","4365"
"BCH","23.10","35.17","23/02/2018 00:00:00","34.31","True","2208"
"BCLI","0.34","51.75","07/01/2005 00:00:00","99.35","True","7003"
"BCSA","11.04","11.27","08/08/2023 00:00:00","2.04","True","216"
"BCDA","0.43","4,860.00","30/07/1999 00:00:00","99.99","True","8991"
"BCSAU","10.97","11.66","21/07/2023 00:00:00","5.92","True","234"
"BCML","20.40","26.71","23/08/2018 00:00:00","23.62","True","2027"
"BCTXW","1.69","1.69","08/03/2024 00:00:00","0.00","True","3"
"BCSF","15.80","20.09","27/03/2019 00:00:00","21.32","True","1811"
"BCE","36.65","137.38","27/03/2000 00:00:00","73.32","True","8750"
"BCYC","25.22","61.14","15/11/2021 00:00:00","58.75","True","847"
"BCO","83.58","96.35","10/01/2020 00:00:00","13.25","True","1522"
"BCRX","5.51","33.12","25/08/2000 00:00:00","83.36","True","8599"
"BCX","8.69","20.04","07/04/2011 00:00:00","56.64","True","4722"
"BCPC","157.40","172.50","22/11/2021 00:00:00","8.75","True","840"
"BCTX","2.98","156.35","14/03/2012 00:00:00","98.09","True","4380"
"BDSX","1.48","31.21","20/01/2021 00:00:00","95.26","True","1146"
"BDTX","4.13","44.80","22/06/2020 00:00:00","90.78","True","1358"
"BDRX","1.29","588,000.00","07/12/2015 00:00:00","100.00","True","3017"
"BDJ","8.18","15.47","21/12/2006 00:00:00","47.12","True","6290"
"BCV_A","15.68","35.67","12/02/2021 00:00:00","56.04","True","1123"
"BE","10.61","42.65","08/02/2021 00:00:00","75.12","True","1127"
"BCS","9.03","57.57","23/02/2007 00:00:00","84.31","True","6226"
"BEATW","0.20","0.20","11/03/2024 00:00:00","0.00","True","0"
"BEAT","2.05","5.94","13/12/2022 00:00:00","65.49","True","454"
"BEAM","38.07","133.60","01/07/2021 00:00:00","71.50","True","984"
"BDC","88.05","99.02","18/07/2023 00:00:00","11.08","True","237"
"BEEMW","0.94","0.94","11/03/2024 00:00:00","0.00","True","0"
"BEEP","3.57","10.37","28/08/2023 00:00:00","65.57","True","196"
"BCV","15.68","35.67","12/02/2021 00:00:00","56.04","True","1123"
"BEDU","2.04","112.08","16/10/2017 00:00:00","98.18","True","2338"
"BEKE","13.13","76.69","22/02/2021 00:00:00","82.88","True","1113"
"BENF","0.09","10.89","02/06/2023 00:00:00","99.17","True","283"
"BECN","85.44","89.49","27/02/2024 00:00:00","4.52","True","13"
"BENFW","0.01","0.01","08/03/2024 00:00:00","0.00","True","3"
"BDN","4.48","36.14","26/02/2007 00:00:00","87.60","True","6223"
"BEEM","7.15","73.78","31/12/2020 00:00:00","90.31","True","1166"
"BEPH","17.12","26.24","22/09/2021 00:00:00","34.76","True","901"
"BEPC","25.33","62.40","08/01/2021 00:00:00","59.40","True","1158"
"BDL","25.26","41.08","06/07/2021 00:00:00","38.51","True","979"
"BDX","241.21","283.59","27/07/2023 00:00:00","14.95","True","228"
"BETRW","0.11","0.11","08/03/2024 00:00:00","0.00","True","3"
"BEPI","17.49","26.25","31/12/2021 00:00:00","33.37","True","801"
"BETR","0.48","49.58","02/08/2023 00:00:00","99.03","True","222"
"BF_A","0.14","0.14","08/03/2024 00:00:00","0.00","True","3"
"BEST","2.06","258.40","07/05/2018 00:00:00","99.20","True","2135"
"BF_B","0.14","0.14","08/03/2024 00:00:00","0.00","True","3"
"BEP_A","23.93","49.36","22/01/2021 00:00:00","51.52","True","1144"
"BFAC","10.98","11.36","13/11/2023 00:00:00","3.35","True","119"
"BFIIW","0.04","0.04","08/03/2024 00:00:00","0.00","True","3"
"BELFB","56.44","74.13","15/02/2024 00:00:00","23.86","True","25"
"BEP","24.11","49.36","22/01/2021 00:00:00","51.15","True","1144"
"BELFA","66.50","78.77","15/02/2024 00:00:00","15.58","True","25"
"BERY","60.04","73.93","29/12/2021 00:00:00","18.79","True","803"
"BFI","0.63","18.55","18/06/2020 00:00:00","96.60","True","1362"
"BFRG","4.05","8.74","20/04/2023 00:00:00","53.67","True","326"
"BFRGW","0.67","0.67","11/03/2024 00:00:00","0.00","True","0"
"BFRIW","0.06","0.06","11/03/2024 00:00:00","0.00","True","0"
"BFRI","1.21","263.40","23/12/2021 00:00:00","99.54","True","809"
"BFLY","1.20","27.14","18/02/2021 00:00:00","95.58","True","1117"
"BFAM","117.39","181.69","16/02/2021 00:00:00","35.39","True","1119"
"BFC","83.40","99.13","25/11/2022 00:00:00","15.87","True","472"
"BFST","22.45","29.24","07/01/2022 00:00:00","23.20","True","794"
"BEN","27.84","58.84","08/12/2014 00:00:00","52.68","True","3381"
"BFH","38.20","247.33","23/04/2015 00:00:00","84.56","True","3245"
"BFIN","10.15","18.49","25/10/2006 00:00:00","45.11","True","6347"
"BFK","10.44","18.68","30/04/2007 00:00:00","44.11","True","6160"
"BFZ","11.97","17.92","02/05/2007 00:00:00","33.20","True","6158"
"BFS_D","38.61","68.58","07/09/2016 00:00:00","43.70","True","2742"
"BFS","38.61","68.58","07/09/2016 00:00:00","43.70","True","2742"
"BFS_E","38.61","68.58","07/09/2016 00:00:00","43.70","True","2742"
"BGB","11.84","20.08","28/03/2013 00:00:00","41.04","True","4001"
"BG","92.89","133.00","14/01/2008 00:00:00","30.16","True","5901"
"BGH","14.38","25.36","07/05/2013 00:00:00","43.28","True","3961"
"BGLC","0.77","5.95","21/07/2023 00:00:00","87.03","True","234"
"BGI","3.38","9.92","15/05/2023 00:00:00","65.93","True","301"
"BGFV","3.89","44.30","11/11/2021 00:00:00","91.22","True","851"
"BGC","8.29","53.30","13/03/2000 00:00:00","84.44","True","8764"
"BGNE","165.44","403.14","17/09/2021 00:00:00","58.96","True","906"
"BGXX","0.21","48.08","18/05/2022 00:00:00","99.56","True","663"
"BGSF","9.70","29.07","17/08/2018 00:00:00","66.63","True","2033"
"BHACW","0.05","0.05","08/03/2024 00:00:00","0.00","True","3"
"BHAC","10.48","10.81","12/05/2023 00:00:00","3.10","True","304"
"BGR","12.57","37.27","01/07/2008 00:00:00","66.27","True","5732"
"BGS","11.34","51.59","29/07/2016 00:00:00","78.02","True","2782"
"BGX","12.12","20.50","08/04/2011 00:00:00","40.88","True","4721"
"BGT","13.08","20.02","22/09/2004 00:00:00","34.68","True","7110"
"BGY","5.45","20.11","30/05/2007 00:00:00","72.90","True","6130"
"BHAT","1.10","47.50","05/08/2019 00:00:00","97.68","True","1680"
"BHFAM","16.99","25.49","31/12/2021 00:00:00","33.35","True","801"
"BHFAN","20.09","27.54","07/07/2021 00:00:00","27.05","True","978"
"BHFAL","22.99","28.41","07/07/2021 00:00:00","19.08","True","978"
"BHFAO","24.56","29.16","07/07/2021 00:00:00","15.78","True","978"
"BHIL","0.20","11.13","01/03/2021 00:00:00","98.24","True","1106"
"BHF","46.05","70.00","17/07/2017 00:00:00","34.21","True","2429"
"BHFAP","24.43","28.86","11/02/2020 00:00:00","15.35","True","1490"
"BHM","15.05","26.59","28/10/2022 00:00:00","43.40","True","500"
"BH","184.02","323.75","28/12/2016 00:00:00","43.16","True","2630"
"BHR_B","2.04","23.05","18/11/2013 00:00:00","91.15","True","3766"
"BHR","2.07","23.05","18/11/2013 00:00:00","91.02","True","3766"
"BHVN","57.70","58.65","05/03/2024 00:00:00","1.63","True","6"
"BHC","9.21","262.52","05/08/2015 00:00:00","96.49","True","3141"
"BHR_D","2.04","23.05","18/11/2013 00:00:00","91.15","True","3766"
"BHB","25.17","33.08","31/03/2017 00:00:00","23.91","True","2537"
"BIAF","1.59","8.30","01/09/2022 00:00:00","80.84","True","557"
"BIAFW","0.25","0.25","08/03/2024 00:00:00","0.00","True","3"
"BHE","30.68","37.19","23/01/2020 00:00:00","17.50","True","1509"
"BHLB","22.40","43.55","07/06/2018 00:00:00","48.56","True","2104"
"BIGZ","8.03","22.95","16/04/2021 00:00:00","65.03","True","1060"
"BIGC","7.57","141.00","27/08/2020 00:00:00","94.63","True","1292"
"BHK","10.72","17.22","15/09/2021 00:00:00","37.74","True","908"
"BILL","68.82","342.26","09/11/2021 00:00:00","79.89","True","853"
"BHRB","55.60","85.00","23/05/2023 00:00:00","34.59","True","293"
"BHP","56.07","91.60","11/04/2011 00:00:00","38.78","True","4718"
"BHV","11.02","22.89","08/11/2012 00:00:00","51.86","True","4141"
"BILI","12.68","156.37","10/02/2021 00:00:00","91.89","True","1125"
"BIDU","102.27","339.91","19/02/2021 00:00:00","69.91","True","1116"
"BIOR","1.27","328.00","19/06/2020 00:00:00","99.61","True","1361"
"BIOX","13.12","16.00","17/11/2021 00:00:00","18.00","True","845"
"BIMI","3.93","1,101.50","12/12/2018 00:00:00","99.64","True","1916"
"BIPC","35.24","53.64","07/07/2021 00:00:00","34.30","True","978"
"BIIB","226.18","475.98","20/03/2015 00:00:00","52.48","True","3279"
"BIP","30.20","45.33","20/04/2022 00:00:00","33.37","True","691"
"BIPH","19.40","26.38","22/09/2021 00:00:00","26.46","True","901"
"BIRK","47.00","52.00","23/02/2024 00:00:00","9.62","True","17"
"BIRD","0.88","28.89","03/11/2021 00:00:00","96.95","True","859"
"BIG","4.52","72.31","08/06/2021 00:00:00","93.75","True","1007"
"BIP_B","30.36","45.33","20/04/2022 00:00:00","33.02","True","691"
"BIPI","19.34","25.35","26/01/2022 00:00:00","23.71","True","775"
"BIVI","0.69","44.81","03/02/2021 00:00:00","98.46","True","1132"
"BITE","10.67","10.80","16/05/2023 00:00:00","1.20","True","300"
"BIP_A","30.36","45.33","20/04/2022 00:00:00","33.02","True","691"
"BITF","2.42","8.87","09/11/2021 00:00:00","72.72","True","853"
"BJDX","0.90","106.40","10/11/2021 00:00:00","99.16","True","852"
"BIO","345.44","825.77","02/09/2021 00:00:00","58.17","True","921"
"BJ","73.91","80.01","10/11/2022 00:00:00","7.62","True","487"
"BKDT","83.49","86.39","15/02/2024 00:00:00","3.36","True","25"
"BIO_B","343.76","825.77","02/09/2021 00:00:00","58.37","True","921"
"BKKT","0.61","42.52","29/10/2021 00:00:00","98.57","True","864"
"BIT","15.62","20.15","25/03/2013 00:00:00","22.50","True","4004"
"BIOL","0.13","245,246.42","21/01/2004 00:00:00","100.00","True","7355"
"BKSY","1.47","14.99","19/02/2021 00:00:00","90.18","True","1116"
"BKCC","3.76","15.68","27/09/2007 00:00:00","76.03","True","6010"
"BKD","5.97","52.57","02/06/2006 00:00:00","88.64","True","6492"
"BJRI","36.55","75.70","31/08/2018 00:00:00","51.72","True","2019"
"BKH","53.96","85.53","18/02/2020 00:00:00","36.91","True","1483"
"BKNG","3,486.28","3,901.99","22/02/2024 00:00:00","10.65","True","18"
"BKU","27.61","49.92","12/03/2021 00:00:00","44.69","True","1095"
"BLACR","0.15","0.15","11/03/2024 00:00:00","0.00","True","0"
"BLACW","0.02","0.02","08/03/2024 00:00:00","0.00","True","3"
"BLAC","10.64","10.77","04/03/2024 00:00:00","1.21","True","7"
"BL","66.96","150.37","11/02/2021 00:00:00","55.47","True","1124"
"BKN","12.20","19.90","05/12/2006 00:00:00","38.71","True","6306"
"BK","55.08","63.66","09/02/2022 00:00:00","13.48","True","761"
"BLCO","16.45","20.99","13/07/2023 00:00:00","21.65","True","242"
"BKE","38.06","56.07","12/01/2015 00:00:00","32.12","True","3346"
"BLDEW","0.26","0.26","08/03/2024 00:00:00","0.00","True","3"
"BLBX","2.66","63.00","18/10/2017 00:00:00","95.78","True","2336"
"BLDE","4.08","18.60","16/02/2021 00:00:00","78.06","True","1119"
"BLD","402.66","417.92","07/03/2024 00:00:00","3.65","True","4"
"BLBD","32.31","34.43","01/03/2024 00:00:00","6.16","True","10"
"BKR","30.59","98.67","16/10/2007 00:00:00","69.00","True","5991"
"BLEUW","0.03","0.03","04/03/2024 00:00:00","0.00","True","7"
"BKT","12.07","33.00","06/01/1992 00:00:00","63.42","True","11753"
"BLFY","9.07","15.34","17/12/2021 00:00:00","40.87","True","815"
"BLEU","11.00","11.00","19/01/2024 00:00:00","0.00","True","52"
"BKYI","1.98","23,976.00","04/11/1997 00:00:00","99.99","True","9624"
"BKTI","11.67","57.00","23/02/2006 00:00:00","79.53","True","6591"
"BLND","3.02","20.90","16/07/2021 00:00:00","85.57","True","969"
"BLDR","194.21","204.13","07/03/2024 00:00:00","4.86","True","4"
"BLTE","46.05","48.01","14/02/2024 00:00:00","4.08","True","26"
"BLIN","1.10","6,312.50","03/07/2007 00:00:00","99.98","True","6096"
"BLMN","28.93","31.60","30/04/2021 00:00:00","8.44","True","1046"
"BLNK","3.30","3,500.00","30/07/2010 00:00:00","99.91","True","4973"
"BLE","10.89","17.79","01/12/2006 00:00:00","38.79","True","6310"
"BLKB","72.97","118.90","23/07/2018 00:00:00","38.63","True","2058"
"BLRX","1.18","83.25","24/01/2012 00:00:00","98.59","True","4430"
"BLK","830.94","971.49","12/11/2021 00:00:00","14.47","True","850"
"BLUA","10.72","11.16","01/05/2023 00:00:00","3.94","True","315"
"BLDP","3.11","132.19","02/03/2000 00:00:00","97.65","True","8775"
"BLFS","17.42","1,365.00","05/11/1991 00:00:00","98.72","True","11815"
"BLUE","1.59","150.94","12/03/2018 00:00:00","98.95","True","2191"
"BLZE","11.24","31.50","16/11/2021 00:00:00","64.32","True","846"
"BMBL","11.19","78.89","16/02/2021 00:00:00","85.82","True","1119"
"BMEA","15.57","41.80","08/06/2023 00:00:00","62.75","True","277"
"BMEZ","16.50","30.68","12/02/2021 00:00:00","46.22","True","1123"
"BLW","14.13","20.45","01/04/2004 00:00:00","30.88","True","7284"
"BMA","39.32","135.46","23/10/2017 00:00:00","70.97","True","2331"
"BME","42.53","50.31","20/01/2021 00:00:00","15.46","True","1146"
"BMN","24.00","25.55","21/11/2022 00:00:00","6.07","True","476"
"BLX","28.50","58.00","17/05/1996 00:00:00","50.85","True","10160"
"BMR","5.64","16.09","14/02/2024 00:00:00","64.95","True","26"
"BMTX","1.85","17.27","20/01/2021 00:00:00","89.29","True","1146"
"BMI","161.04","169.54","14/08/2023 00:00:00","5.01","True","210"
"BML_G","161.04","169.54","14/08/2023 00:00:00","5.01","True","210"
"BMO","93.58","122.34","22/03/2022 00:00:00","23.51","True","720"
"BMRC","16.95","46.65","20/12/2019 00:00:00","63.67","True","1543"
"BNGO","1.19","155.70","16/02/2021 00:00:00","99.24","True","1119"
"BML_J","161.04","169.54","14/08/2023 00:00:00","5.01","True","210"
"BML_H","161.04","169.54","14/08/2023 00:00:00","5.01","True","210"
"BNH","18.43","26.05","22/09/2021 00:00:00","29.25","True","901"
"BML_L","161.04","169.54","14/08/2023 00:00:00","5.01","True","210"
"BNIXR","0.15","0.15","08/03/2024 00:00:00","0.00","True","3"
"BNIXW","0.02","0.02","04/03/2024 00:00:00","0.00","True","7"
"BNED","0.77","15.27","27/11/2015 00:00:00","94.96","True","3027"
"BNJ","16.65","25.89","31/12/2020 00:00:00","35.69","True","1166"
"BMRN","85.97","149.13","20/07/2015 00:00:00","42.35","True","3157"
"BMRA","1.08","16.00","19/03/2020 00:00:00","93.24","True","1453"
"BNOX","1.21","14.73","16/12/2021 00:00:00","91.78","True","816"
"BNR","0.80","39.58","22/02/2021 00:00:00","97.98","True","1113"
"BNIX","10.95","10.95","04/03/2024 00:00:00","0.00","True","7"
"BNRE","41.55","63.59","04/01/2022 00:00:00","34.66","True","797"
"BNL","14.83","27.91","02/09/2021 00:00:00","46.86","True","921"
"BNRG","2.96","44.00","25/05/2022 00:00:00","93.27","True","656"
"BNZIW","0.03","0.03","06/03/2024 00:00:00","0.00","True","5"
"BNZI","0.74","11.39","08/12/2023 00:00:00","93.52","True","94"
"BNTX","93.84","447.23","09/08/2021 00:00:00","79.02","True","945"
"BOCN","10.93","10.95","29/02/2024 00:00:00","0.18","True","11"
"BODI","9.34","777.00","22/02/2021 00:00:00","98.80","True","1113"
"BOF","2.31","4.48","20/06/2023 00:00:00","48.44","True","265"
"BNTC","4.96","5,916.00","24/06/2014 00:00:00","99.92","True","3548"
"BMY","54.08","81.13","02/12/2022 00:00:00","33.34","True","465"
"BOC","15.83","47.23","22/02/2021 00:00:00","66.48","True","1113"
"BOLT","1.29","39.93","17/03/2021 00:00:00","96.78","True","1090"
"BN","41.63","50.00","28/10/2021 00:00:00","16.74","True","865"
"BON","0.48","15.31","16/07/2021 00:00:00","96.87","True","969"
"BNS","49.79","74.58","22/03/2022 00:00:00","33.24","True","720"
"BNY","10.64","17.95","08/01/2007 00:00:00","40.72","True","6272"
"BORR","6.58","19.54","31/07/2019 00:00:00","66.32","True","1685"
"BOOT","89.12","130.75","18/11/2021 00:00:00","31.84","True","844"
"BOE","10.31","29.61","03/01/2007 00:00:00","65.16","True","6277"
"BOWN","10.44","10.44","07/02/2024 00:00:00","0.00","True","33"
"BOWL","12.74","17.12","08/03/2023 00:00:00","25.58","True","369"
"BOWNU","10.43","10.75","14/09/2023 00:00:00","2.98","True","179"
"BOXL","0.92","94.40","14/05/2018 00:00:00","99.03","True","2128"
"BOTJ","11.30","18.17","23/06/2021 00:00:00","37.82","True","992"
"BOX","29.22","34.68","02/02/2023 00:00:00","15.74","True","403"
"BPMC","92.32","124.48","23/12/2020 00:00:00","25.84","True","1174"
"BOH_A","62.76","96.16","19/03/2021 00:00:00","34.73","True","1088"
"BOKF","87.17","116.31","14/01/2022 00:00:00","25.05","True","787"
"BPRN","30.24","38.25","31/07/2017 00:00:00","20.94","True","2415"
"BOOM","17.11","75.76","05/06/2019 00:00:00","77.42","True","1741"
"BOSC","2.75","1,425.00","03/03/2000 00:00:00","99.81","True","8774"
"BPTS","0.47","170.20","12/02/2021 00:00:00","99.72","True","1123"
"BOH","62.16","96.16","19/03/2021 00:00:00","35.36","True","1088"
"BPYPM","13.53","26.12","31/12/2021 00:00:00","48.20","True","801"
"BQ","0.25","3.21","11/10/2023 00:00:00","92.24","True","152"
"BPYPP","13.60","26.94","07/02/2020 00:00:00","49.52","True","1494"
"BPYPN","12.00","25.57","21/02/2020 00:00:00","53.07","True","1480"
"BP","36.08","79.70","06/11/2007 00:00:00","54.72","True","5970"
"BPOPM","26.23","27.74","30/06/2021 00:00:00","5.44","True","985"
"BPYPO","13.09","27.43","31/10/2019 00:00:00","52.30","True","1593"
"BRAG","5.16","24.00","16/02/2021 00:00:00","78.50","True","1119"
"BRBR","58.97","61.49","07/03/2024 00:00:00","4.10","True","4"
"BRAC","11.22","11.26","16/01/2024 00:00:00","0.36","True","55"
"BRCC","4.71","33.11","11/04/2022 00:00:00","85.79","True","700"
"BRDG","6.83","24.98","28/12/2021 00:00:00","72.64","True","804"
"BPTH","5.49","22,960.00","13/05/2008 00:00:00","99.98","True","5781"
"BREZR","0.14","0.14","08/03/2024 00:00:00","0.00","True","3"
"BPOP","83.44","288.70","30/12/2004 00:00:00","71.10","True","7011"
"BREA","1.60","4.82","27/01/2023 00:00:00","66.80","True","409"
"BREZ","11.62","11.87","17/08/2023 00:00:00","2.10","True","207"
"BREZW","0.45","0.45","11/03/2024 00:00:00","0.00","True","0"
"BRBS","2.68","18.87","18/10/2021 00:00:00","85.80","True","875"
"BR","203.54","208.96","30/01/2024 00:00:00","2.59","True","41"
"BPT","2.13","130.60","11/01/2011 00:00:00","98.37","True","4808"
"BRKHW","0.16","0.16","11/03/2024 00:00:00","0.00","True","0"
"BRKH","11.02","11.03","26/02/2024 00:00:00","0.09","True","14"
"BRFH","1.13","15.08","30/05/2012 00:00:00","92.51","True","4303"
"BRLSW","0.15","0.15","11/03/2024 00:00:00","0.00","True","0"
"BRLS","7.25","12.50","07/02/2024 00:00:00","42.00","True","33"
"BRC","57.09","62.88","20/02/2024 00:00:00","9.21","True","20"
"BRLT","2.80","19.47","08/12/2021 00:00:00","85.62","True","824"
"BRFS","3.33","27.19","21/11/2014 00:00:00","87.75","True","3398"
"BROGW","0.01","0.01","07/03/2024 00:00:00","0.00","True","4"
"BRNS","2.60","17.00","17/05/2021 00:00:00","84.71","True","1029"
"BRP","29.09","41.66","15/11/2021 00:00:00","30.17","True","847"
"BROS","30.72","76.25","01/11/2021 00:00:00","59.71","True","861"
"BRSHW","0.01","0.01","11/03/2024 00:00:00","0.00","True","0"
"BROG","2.41","12.99","10/03/2020 00:00:00","81.45","True","1462"
"BRSH","0.05","63.75","08/08/2022 00:00:00","99.92","True","581"
"BRID","10.59","36.58","16/08/2019 00:00:00","71.05","True","1669"
"BRKL","9.86","19.25","22/06/2018 00:00:00","48.78","True","2089"
"BRKR","91.15","92.19","07/03/2024 00:00:00","1.13","True","4"
"BRK_B","10.59","36.58","16/08/2019 00:00:00","71.05","True","1669"
"BRK_A","10.59","36.58","16/08/2019 00:00:00","71.05","True","1669"
"BRZE","52.80","94.16","19/11/2021 00:00:00","43.93","True","843"
"BRSP","6.83","23.00","21/09/2018 00:00:00","70.33","True","1998"
"BRY","7.05","18.24","05/10/2018 00:00:00","61.35","True","1984"
"BRTX","1.30","154,000.00","22/01/2013 00:00:00","100.00","True","4066"
"BRX","22.79","28.96","26/09/2016 00:00:00","21.32","True","2723"
"BSBK","7.40","11.89","21/01/2020 00:00:00","37.76","True","1511"
"BRO","85.17","85.85","07/03/2024 00:00:00","0.79","True","4"
"BSFC","0.11","157.40","20/10/2021 00:00:00","99.93","True","873"
"BSGM","0.61","118.40","08/06/2020 00:00:00","99.48","True","1372"
"BSL","14.22","21.97","26/04/2013 00:00:00","35.26","True","3972"
"BSIG","22.80","30.77","12/11/2021 00:00:00","25.90","True","850"
"BSBR","5.70","15.57","08/11/2010 00:00:00","63.39","True","4872"
"BRN","2.28","27.80","15/11/2005 00:00:00","91.80","True","6691"
"BSM","15.48","19.78","08/11/2022 00:00:00","21.74","True","489"
"BSTZ","19.09","43.53","09/11/2021 00:00:00","56.15","True","853"
"BSAC","19.33","38.25","14/09/2010 00:00:00","49.46","True","4927"
"BRT","16.12","32.00","23/02/2007 00:00:00","49.62","True","6226"
"BSVN","28.24","30.30","16/02/2023 00:00:00","6.80","True","389"
"BTBDW","0.12","0.12","08/03/2024 00:00:00","0.00","True","3"
"BST","37.05","61.14","12/02/2021 00:00:00","39.39","True","1123"
"BSY","49.28","71.17","15/09/2021 00:00:00","30.76","True","908"
"BTBD","1.80","4.58","13/12/2021 00:00:00","60.66","True","819"
"BRW","7.32","21.00","23/01/1998 00:00:00","65.17","True","9544"
"BTAI","3.13","64.63","22/07/2020 00:00:00","95.16","True","1328"
"BTCTW","0.03","0.03","11/03/2024 00:00:00","0.00","True","0"
"BSET","15.35","43.80","11/03/1993 00:00:00","64.95","True","11323"
"BTCT","3.75","467.80","31/03/2020 00:00:00","99.20","True","1441"
"BTCM","3.20","513.70","06/03/2014 00:00:00","99.38","True","3658"
"BTBT","2.50","29.27","04/01/2021 00:00:00","91.46","True","1162"
"BTCY","1.36","4.74","20/04/2018 00:00:00","71.31","True","2152"
"BTDR","7.26","14.31","16/08/2023 00:00:00","49.27","True","208"
"BTMWW","0.10","0.10","11/03/2024 00:00:00","0.00","True","0"
"BSRR","19.22","35.00","17/10/2006 00:00:00","45.09","True","6355"
"BTA","10.23","15.18","30/12/2021 00:00:00","32.58","True","802"
"BTMD","5.80","10.10","12/05/2021 00:00:00","42.57","True","1034"
"BTSG","9.21","11.49","07/02/2024 00:00:00","19.84","True","33"
"BTM","2.44","10.42","24/05/2023 00:00:00","76.59","True","292"
"BTSGU","38.31","46.45","30/01/2024 00:00:00","17.52","True","41"
"BTOG","4.16","148.50","03/09/2019 00:00:00","97.20","True","1651"
"BTCS","1.55","8,226.00","07/02/2014 00:00:00","99.98","True","3685"
"BSX","67.43","67.82","07/03/2024 00:00:00","0.58","True","4"
"BTTX","0.21","17.14","01/11/2021 00:00:00","98.75","True","861"
"BTE","3.12","61.62","29/04/2011 00:00:00","94.93","True","4700"
